suscribed,age,job,education,marital,Income,Kidhome,Teenhome
no,25,Non-active,High school,SINGLE,111189,0,2
yes,30,Administration,University,MARRIED,174823,1,0
no,33,Administration,University,SINGLE,32682,2,0
no,31,Administration,University,SINGLE,118184,0,1
no,55,Industry,Basic education,SINGLE,134426,1,2
no,37,Industry,Basic education,MARRIED,102365,1,1
no,33,Industry,Basic education,MARRIED,18526,1,1
no,51,Administration,Unknown,MARRIED,22362,2,2
no,37,Administration,University,MARRIED,67519,2,1
no,56,Independent,Basic education,MARRIED,171033,0,0
no,30,Administration,University,MARRIED,180078,0,2
yes,38,Non-active,Basic education,MARRIED,162813,2,2
no,30,Administration,University,SINGLE,133799,2,2
no,45,Administration,University,MARRIED,111225,2,0
no,38,Industry,Basic education,MARRIED,22256,2,0
no,43,Industry,Basic education,MARRIED,129691,1,1
no,71,Non-active,High school,MARRIED,169491,1,2
no,39,Administration,Professional Course,SINGLE,151149,2,1
no,38,Industry,Basic education,SINGLE,58698,2,0
no,39,Administration,Professional Course,SINGLE,149129,2,0
no,38,Administration,High school,MARRIED,47303,0,0
yes,41,Industry,High school,SINGLE,121707,2,0
yes,36,Administration,University,MARRIED,65142,2,2
no,38,Independent,Illiterate,MARRIED,64476,1,1
yes,51,Independent,Illiterate,MARRIED,26732,0,0
yes,63,Non-active,Unknown,MARRIED,58615,2,2
yes,26,Industry,Basic education,MARRIED,119912,2,1
no,42,Industry,Basic education,MARRIED,49715,0,1
no,47,Independent,University,MARRIED,146926,1,1
yes,30,Administration,High school,MARRIED,104364,0,0
yes,26,Industry,Basic education,MARRIED,108016,0,1
no,39,Administration,University,SINGLE,76608,2,1
yes,26,Industry,Basic education,MARRIED,128390,0,0
no,35,Industry,High school,MARRIED,154026,2,1
no,29,Administration,University,MARRIED,92561,2,1
no,39,Administration,University,SINGLE,96669,2,0
yes,57,Administration,University,MARRIED,57630,1,0
no,40,Independent,Professional Course,MARRIED,145083,0,1
yes,29,Administration,University,SINGLE,151862,0,1
no,33,Industry,Basic education,MARRIED,45409,0,1
no,38,Industry,Basic education,MARRIED,7133,1,0
no,38,Industry,Basic education,MARRIED,162306,0,2
no,64,Non-active,Basic education,MARRIED,122533,0,2
no,57,Non-active,Basic education,MARRIED,81656,1,1
no,29,Administration,University,SINGLE,150965,0,1
no,48,Industry,Basic education,MARRIED,144952,2,0
no,33,Administration,University,MARRIED,39023,0,2
no,42,Industry,High school,MARRIED,137721,2,0
no,52,Industry,High school,DIVORCED,14292,0,2
no,38,Independent,Unknown,DIVORCED,11944,0,1
no,45,Independent,University,MARRIED,91604,1,2
no,37,Independent,Professional Course,MARRIED,126593,0,2
no,52,Non-active,Basic education,MARRIED,94559,0,0
no,31,Administration,University,MARRIED,179904,0,0
no,52,Industry,Basic education,DIVORCED,84674,1,1
no,27,Industry,University,SINGLE,149802,1,1
no,27,Industry,University,SINGLE,54672,2,0
no,38,Industry,University,SINGLE,110446,0,1
no,35,Administration,University,MARRIED,81391,2,1
no,38,Industry,Basic education,MARRIED,64163,1,1
no,40,Industry,Basic education,MARRIED,91317,0,0
no,44,Independent,University,DIVORCED,123454,1,1
no,27,Industry,Basic education,SINGLE,58322,2,0
no,27,Industry,Basic education,SINGLE,14261,0,0
no,38,Industry,High school,MARRIED,112790,0,1
no,36,Industry,Basic education,MARRIED,107491,1,0
no,32,Industry,Basic education,MARRIED,95849,2,0
no,42,Industry,Basic education,MARRIED,102551,1,2
no,32,Industry,Basic education,MARRIED,91133,0,2
no,45,Independent,Basic education,MARRIED,108821,1,1
no,27,Industry,Basic education,SINGLE,157723,1,2
no,38,Industry,Basic education,MARRIED,133498,0,2
no,27,Industry,Basic education,SINGLE,100296,2,2
yes,32,Industry,Basic education,MARRIED,165821,2,1
no,44,Administration,Professional Course,DIVORCED,80760,1,0
no,24,Administration,University,SINGLE,75103,0,1
no,54,Industry,Basic education,MARRIED,141517,2,0
no,40,Industry,Basic education,MARRIED,161256,1,1
no,44,Administration,Professional Course,DIVORCED,144494,1,2
no,31,Industry,Basic education,MARRIED,140502,1,2
no,52,Industry,Basic education,DIVORCED,73156,2,2
no,38,Administration,High school,SINGLE,144507,0,0
no,32,Administration,University,MARRIED,63537,1,2
no,24,Administration,University,SINGLE,64930,2,2
no,44,Industry,High school,MARRIED,49579,2,0
no,29,Industry,Basic education,SINGLE,119070,2,2
no,46,Administration,Professional Course,MARRIED,10474,0,2
no,54,Administration,University,MARRIED,72924,1,1
no,26,Industry,Basic education,MARRIED,135013,2,0
no,37,Administration,University,MARRIED,89341,0,2
no,40,Independent,Basic education,MARRIED,180308,0,0
no,35,Administration,Professional Course,MARRIED,155635,2,1
no,27,Industry,Basic education,SINGLE,40793,2,0
yes,45,Industry,Basic education,DIVORCED,168197,1,0
no,40,Industry,High school,MARRIED,110095,1,2
no,41,Industry,Basic education,MARRIED,120382,1,2
no,43,Administration,Unknown,MARRIED,46814,2,1
no,38,Administration,Unknown,MARRIED,42784,2,2
yes,32,Administration,University,SINGLE,102638,1,0
no,38,Industry,Basic education,MARRIED,132285,2,0
no,37,Administration,High school,SINGLE,108692,2,1
no,35,Administration,High school,SINGLE,165101,1,0
no,37,Administration,Professional Course,DIVORCED,20184,2,0
no,50,Industry,Basic education,MARRIED,167600,2,1
no,59,Industry,Basic education,MARRIED,67688,0,2
no,38,Independent,University,MARRIED,7288,1,0
no,39,Industry,Unknown,MARRIED,126719,2,0
no,38,Industry,Unknown,MARRIED,63704,2,0
no,31,Administration,Professional Course,SINGLE,120922,2,1
no,38,Administration,Basic education,MARRIED,159321,1,2
no,38,Administration,Professional Course,MARRIED,171861,0,0
no,32,Administration,University,SINGLE,178044,1,2
yes,47,Administration,High school,SINGLE,94499,1,1
no,38,Independent,Basic education,DIVORCED,171397,2,2
no,47,Administration,High school,SINGLE,34913,1,1
no,55,Administration,Basic education,MARRIED,84568,0,0
no,43,Administration,Unknown,MARRIED,172130,2,0
no,26,Administration,University,SINGLE,61349,1,1
no,36,Industry,Unknown,MARRIED,91024,2,0
no,31,Industry,Basic education,MARRIED,170372,2,1
no,41,Independent,University,MARRIED,21583,1,1
yes,29,Administration,University,SINGLE,88307,2,1
no,69,Non-active,Unknown,MARRIED,60706,0,2
yes,36,Industry,Unknown,MARRIED,32693,1,1
no,27,Administration,High school,SINGLE,145013,2,2
no,27,Administration,High school,SINGLE,27087,1,2
no,44,Industry,Basic education,MARRIED,123246,0,1
no,19,Non-active,Basic education,SINGLE,162244,0,0
no,45,Industry,Basic education,MARRIED,122614,0,1
yes,70,Non-active,Unknown,MARRIED,91128,0,0
no,47,Independent,University,MARRIED,49736,0,1
no,38,Non-active,High school,SINGLE,145097,0,0
no,38,Industry,Basic education,MARRIED,11405,0,0
no,47,Industry,Basic education,MARRIED,88407,1,1
no,33,Industry,Basic education,DIVORCED,53229,2,2
no,32,Administration,University,SINGLE,18861,2,0
no,38,Industry,High school,MARRIED,126701,0,1
no,38,Industry,Basic education,MARRIED,59546,0,0
yes,50,Independent,University,MARRIED,162098,1,1
no,42,Independent,Basic education,MARRIED,129030,2,2
yes,33,Administration,Professional Course,MARRIED,37552,0,1
no,37,Industry,Basic education,MARRIED,105425,1,2
no,34,Industry,Basic education,MARRIED,60461,1,0
no,42,Industry,Basic education,MARRIED,59888,0,0
no,29,Industry,Basic education,SINGLE,51481,0,0
no,26,Non-active,University,SINGLE,180228,2,0
no,45,Independent,Basic education,MARRIED,166176,0,0
no,37,Administration,Professional Course,MARRIED,64231,2,1
no,44,Industry,Basic education,MARRIED,14952,0,2
yes,33,Administration,Professional Course,MARRIED,78009,1,2
no,37,Administration,Professional Course,DIVORCED,62723,0,2
no,29,Administration,Basic education,DIVORCED,62315,2,2
no,41,Industry,High school,MARRIED,143094,2,0
no,47,Industry,Basic education,MARRIED,72132,2,2
no,38,Non-active,Professional Course,MARRIED,125324,2,1
no,53,Industry,High school,DIVORCED,108730,2,0
no,38,Administration,High school,MARRIED,10476,2,2
no,27,Administration,High school,SINGLE,121367,2,1
no,28,Industry,Basic education,SINGLE,33386,1,2
no,53,Industry,High school,DIVORCED,102078,0,2
no,59,Industry,Basic education,MARRIED,91417,0,2
no,40,Administration,Basic education,MARRIED,44439,2,2
no,24,Industry,Basic education,MARRIED,157547,0,1
yes,24,Administration,University,SINGLE,125703,2,2
no,33,Industry,Basic education,SINGLE,60041,0,2
no,38,Administration,University,SINGLE,62832,1,0
no,49,Administration,University,MARRIED,145440,0,2
no,49,Administration,University,MARRIED,50044,0,0
no,34,Administration,University,MARRIED,172232,0,2
no,32,Administration,University,MARRIED,119913,0,2
no,70,Non-active,Unknown,MARRIED,131809,0,2
no,34,Industry,Basic education,MARRIED,44508,0,0
no,24,Administration,University,SINGLE,165318,2,1
no,29,Industry,Basic education,SINGLE,151326,0,2
no,30,Administration,High school,SINGLE,71018,1,0
no,56,Industry,High school,DIVORCED,29009,0,1
no,38,Industry,Basic education,MARRIED,21511,2,1
no,46,Independent,University,MARRIED,106310,0,2
yes,37,Administration,Professional Course,MARRIED,33042,1,2
no,45,Industry,Basic education,MARRIED,76400,1,1
no,39,Administration,High school,MARRIED,10804,2,0
no,48,Industry,High school,DIVORCED,158421,1,2
no,41,Industry,University,SINGLE,69858,0,1
no,31,Administration,High school,MARRIED,81877,0,2
no,50,Non-active,Basic education,MARRIED,168320,1,2
no,55,Industry,Basic education,MARRIED,34504,0,1
no,32,Industry,Basic education,DIVORCED,167005,2,1
no,29,Administration,High school,SINGLE,133884,2,0
no,37,Independent,Professional Course,MARRIED,110477,2,1
no,46,Administration,University,MARRIED,145033,1,0
no,32,Administration,University,SINGLE,54736,1,1
no,53,Administration,High school,MARRIED,121766,2,1
no,32,Industry,Basic education,MARRIED,177740,2,0
no,42,Administration,High school,DIVORCED,160887,1,2
no,38,Administration,High school,MARRIED,95927,1,0
no,47,Administration,Basic education,MARRIED,36770,0,1
no,38,Independent,Basic education,DIVORCED,140722,2,1
no,45,Independent,University,MARRIED,34734,1,1
no,40,Industry,High school,SINGLE,64832,2,0
no,37,Administration,High school,SINGLE,87152,0,2
no,24,Administration,University,SINGLE,159060,2,0
no,38,Industry,Basic education,MARRIED,174712,0,0
yes,50,Industry,Basic education,MARRIED,145422,2,0
no,40,Administration,University,DIVORCED,9206,0,1
no,31,Industry,Basic education,MARRIED,81314,0,2
no,28,Administration,Professional Course,SINGLE,142612,2,0
no,37,Administration,High school,SINGLE,59385,2,1
no,39,Administration,High school,DIVORCED,72957,2,2
no,42,Independent,Basic education,MARRIED,170836,0,0
no,52,Non-active,Basic education,MARRIED,108028,1,1
no,32,Industry,High school,SINGLE,163055,1,0
no,39,Industry,High school,SINGLE,149859,2,0
no,33,Administration,Professional Course,MARRIED,101837,0,1
no,41,Industry,Basic education,DIVORCED,166441,1,0
no,36,Industry,High school,SINGLE,82870,1,2
no,36,Independent,University,MARRIED,142320,0,1
no,24,Industry,Professional Course,MARRIED,49924,0,0
no,38,Administration,High school,MARRIED,171507,2,2
no,41,Industry,High school,MARRIED,151978,0,2
no,47,Independent,University,MARRIED,107639,0,2
no,27,Administration,High school,SINGLE,120805,0,2
no,31,Industry,Basic education,MARRIED,159802,0,0
no,45,Administration,Professional Course,SINGLE,98746,2,0
no,50,Industry,Basic education,MARRIED,129734,1,1
no,28,Administration,High school,SINGLE,118295,1,0
no,41,Industry,Basic education,DIVORCED,82722,1,1
no,38,Administration,High school,DIVORCED,156920,2,1
no,33,Industry,Basic education,MARRIED,53766,2,0
yes,56,Administration,Basic education,MARRIED,66907,2,1
no,38,Industry,Basic education,MARRIED,14361,1,2
no,44,Administration,High school,SINGLE,66173,1,1
no,38,Administration,University,MARRIED,23952,0,0
no,38,Administration,University,SINGLE,137765,1,1
no,31,Administration,High school,MARRIED,98229,0,1
no,38,Independent,Basic education,MARRIED,107171,1,0
no,28,Independent,University,MARRIED,73250,0,2
yes,38,Industry,Basic education,MARRIED,98471,1,0
no,25,Non-active,University,SINGLE,61339,1,0
yes,40,Industry,High school,MARRIED,70705,0,1
no,44,Administration,University,MARRIED,31299,1,0
no,38,Independent,University,DIVORCED,101832,0,2
no,50,Industry,Basic education,SINGLE,111196,1,1
no,45,Industry,Basic education,DIVORCED,7599,1,0
no,40,Administration,Basic education,MARRIED,145144,1,0
no,50,Industry,Basic education,SINGLE,40033,0,0
no,50,Industry,Basic education,SINGLE,23590,2,1
no,28,Administration,Basic education,MARRIED,154961,2,0
no,36,Industry,Unknown,MARRIED,160892,0,2
no,28,Administration,Basic education,MARRIED,125693,1,1
no,28,Administration,Basic education,MARRIED,96168,2,1
no,23,Industry,Basic education,SINGLE,78967,1,1
no,43,Administration,University,MARRIED,146843,0,0
no,28,Administration,Basic education,MARRIED,117066,2,1
no,44,Industry,Basic education,MARRIED,64929,0,2
no,55,Administration,Basic education,MARRIED,175647,1,2
no,28,Administration,Basic education,MARRIED,9126,1,1
no,30,Industry,High school,MARRIED,137584,2,2
no,38,Industry,Unknown,MARRIED,116422,1,0
no,25,Non-active,University,MARRIED,174706,2,1
no,47,Independent,High school,DIVORCED,147526,2,2
no,45,Industry,Unknown,MARRIED,101891,2,1
no,38,Industry,Basic education,MARRIED,37199,0,1
no,45,Industry,Unknown,MARRIED,104678,0,2
no,45,Industry,Unknown,MARRIED,84701,1,1
no,45,Industry,Unknown,MARRIED,13748,0,2
no,31,Non-active,Unknown,SINGLE,88263,2,1
no,29,Industry,Basic education,SINGLE,83712,1,1
yes,45,Industry,Unknown,MARRIED,151778,0,1
no,31,Non-active,Unknown,SINGLE,66771,1,2
no,34,Industry,Basic education,MARRIED,14784,2,0
yes,26,Non-active,University,SINGLE,56833,2,1
no,31,Non-active,Unknown,SINGLE,174627,0,2
no,34,Industry,Basic education,MARRIED,96649,2,0
no,42,Industry,Basic education,MARRIED,142395,1,2
no,47,Industry,Basic education,MARRIED,139196,2,2
yes,31,Non-active,Unknown,SINGLE,147818,0,1
no,39,Industry,Unknown,MARRIED,47331,1,0
no,43,Administration,High school,SINGLE,39935,0,2
no,42,Independent,University,MARRIED,69638,2,2
no,33,Administration,Basic education,MARRIED,95632,1,2
no,35,Industry,Basic education,SINGLE,146583,2,1
no,51,Industry,Basic education,MARRIED,122250,2,2
no,42,Administration,High school,SINGLE,134356,0,1
no,51,Industry,Basic education,MARRIED,165899,2,2
no,37,Industry,Professional Course,SINGLE,57084,0,1
no,38,Administration,High school,SINGLE,157533,2,0
no,29,Administration,University,MARRIED,34956,0,1
no,37,Industry,Basic education,SINGLE,95874,0,2
no,38,Administration,Professional Course,MARRIED,85027,2,2
no,47,Administration,University,MARRIED,90698,0,2
no,38,Industry,Basic education,MARRIED,78993,1,2
no,37,Industry,Basic education,MARRIED,84060,2,1
no,41,Administration,High school,DIVORCED,124658,2,1
no,34,Administration,Professional Course,MARRIED,19802,2,0
no,38,Industry,Basic education,MARRIED,26365,0,1
no,48,Industry,Basic education,MARRIED,174154,0,2
no,39,Administration,High school,MARRIED,179986,1,1
no,42,Industry,Unknown,MARRIED,118404,2,2
no,37,Industry,Basic education,MARRIED,153794,0,2
yes,19,Non-active,Unknown,SINGLE,16241,2,0
no,38,Administration,University,MARRIED,33066,2,1
no,25,Administration,University,SINGLE,95847,2,0
no,48,Administration,Unknown,DIVORCED,17942,2,2
no,36,Industry,Basic education,MARRIED,113954,1,0
no,41,Administration,University,MARRIED,23539,0,0
no,35,Industry,High school,SINGLE,24180,0,1
no,54,Independent,Basic education,MARRIED,145738,2,1
no,41,Independent,Basic education,MARRIED,72544,1,0
no,42,Administration,High school,SINGLE,19265,1,0
no,54,Industry,Unknown,MARRIED,93437,2,2
no,35,Industry,Basic education,MARRIED,98378,2,0
no,28,Non-active,University,MARRIED,38078,1,0
no,34,Independent,University,MARRIED,93957,0,0
no,57,Industry,Basic education,MARRIED,23379,2,0
no,54,Industry,High school,MARRIED,145522,0,1
no,54,Industry,High school,MARRIED,22102,0,0
no,34,Administration,Basic education,DIVORCED,73061,0,0
no,28,Non-active,University,MARRIED,29012,0,1
no,38,Industry,High school,MARRIED,76491,2,2
no,54,Non-active,Basic education,MARRIED,31809,1,1
no,28,Non-active,University,MARRIED,35534,0,1
no,55,Administration,Basic education,MARRIED,79426,2,1
no,34,Independent,University,MARRIED,38202,2,1
no,31,Administration,High school,MARRIED,124787,1,2
no,55,Administration,Basic education,MARRIED,123730,1,0
no,59,Administration,University,DIVORCED,88567,2,0
no,35,Administration,Professional Course,MARRIED,125299,0,0
